# FILE : ModelRXH_Scaled.dat
# Contains parameterisations for imaginary frequency
# polarizability model
#    alpha(i\omega)=a_1/(\omega^2+O_1^2) + a_1/(\omega^2+O_1^2)
#
# If you use this data please cite
#   Gould T. and Bucko T., J. Chem. Theory Comput., 2016, 12 (8), pp 3603–3613
#
# =============================================================
# Z N C6 a1 O1 a2 O2
62 60      471   2.7982   0.2424  57.2018   6.2796
62 61      974   2.5922   0.1792  58.4078   5.4489
62 62     3157   2.2809   0.1098  59.7191   4.4894
63 60      256   2.9366   0.3083  57.0634   7.2862
63 61      438   2.7864   0.2475  58.2136   6.4946
63 62      908   2.5819   0.1829  59.4181   5.6425
63 63     2960   2.2731   0.1119  60.7269   4.6560
64 61      203   2.9250   0.3322  58.0750   7.9457
64 62      347   2.7757   0.2667  59.2243   7.0880
64 63      722   2.5726   0.1969  60.4274   6.1649
64 64     2352   2.2681   0.1206  61.7319   5.0937
65 62      224   2.9146   0.3209  59.0854   7.7711
65 63      383   2.7661   0.2576  60.2339   6.9372
65 64      796   2.5655   0.1902  61.4345   6.0401
65 65     2603   2.2631   0.1164  62.7369   4.9960
66 63      209   2.9050   0.3274  60.0950   8.0281
66 64      358   2.7578   0.2629  61.2422   7.1718
66 65      744   2.5587   0.1942  62.4413   6.2499
66 66     2442   2.2583   0.1187  63.7417   5.1742
67 64      196   2.8963   0.3341  61.1037   8.2908
67 65      335   2.7501   0.2682  62.2499   7.4108
67 66      697   2.5525   0.1981  63.4475   6.4636
67 67     2294   2.2537   0.1210  64.7463   5.3557
68 65      183   2.8883   0.3411  62.1117   8.5678
68 66      313   2.7431   0.2738  63.2569   7.6628
68 67      653   2.5466   0.2021  64.4534   6.6884
68 68     2158   2.2494   0.1233  65.7506   5.5462
69 66      171   2.8810   0.3483  63.1190   8.8544
69 67      293   2.7367   0.2795  64.2633   7.9236
69 68      611   2.5412   0.2062  65.4588   6.9209
69 69     2032   2.2452   0.1256  66.7548   5.7429
70 67      160   2.8744   0.3553  64.1256   9.1408
70 68      275   2.7308   0.2850  65.2692   8.1843
70 69      575   2.5361   0.2101  66.4639   7.1533
70 70     1916   2.2411   0.1279  67.7589   5.9392
71 68      225   2.8683   0.3168  65.1317   8.2494
71 69      385   2.7252   0.2541  66.2748   7.3895
71 70      809   2.5314   0.1872  67.4686   6.4626
71 71     2052   2.6183   0.1394  68.3817   5.3572
72 69      137   2.8626   0.3733  66.1374   9.8386
72 70      235   2.7201   0.2993  67.2799   8.8178
72 71      437   2.9036   0.2526  68.0964   7.7828
72 72     1043   2.9430   0.1894  69.0570   6.4978
73 70      148   2.8575   0.3630  67.1425   9.6826
73 71      236   3.0412   0.3226  67.9588   8.7104
73 72      429   3.1672   0.2702  68.8328   7.6505
73 73      997   3.0886   0.1993  69.9114   6.3195
74 71      135   3.1382   0.3998  67.8618   9.9119
74 72      212   3.2876   0.3533  68.7124   8.8983
74 73      378   3.3425   0.2932  69.6575   7.7702
74 74      871   3.1208   0.2108  70.8792   6.3236
75 72      123   3.3654   0.4330  68.6346  10.1002
75 73      191   3.4710   0.3804  69.5290   9.0443
75 74      337   3.4474   0.3124  70.5526   7.8513
75 75      775   3.0841   0.2183  71.9159   6.3040
76 73      113   3.5455   0.4632  69.4545  10.2563
76 74      173   3.6007   0.4043  70.3993   9.1599
76 75      301   3.4963   0.3285  71.5037   7.9094
76 76      682   3.0429   0.2266  72.9571   6.3668
77 74      103   3.6829   0.4906  70.3171  10.3881
77 75      158   3.6848   0.4255  71.3152   9.2546
77 76      268   3.5116   0.3440  72.4884   8.0179
77 77      609   2.9802   0.2329  74.0198   6.4271
78 75     95.1   3.7825   0.5156  71.2175  10.5016
78 76      142   3.7292   0.4460  72.2708   9.3909
78 77      241   3.4985   0.3570  73.5015   8.1126
78 78      551   2.9045   0.2375  75.0955   6.4921
79 76     86.4   3.8418   0.5400  72.1582  10.6541
79 77      129   3.7464   0.4641  73.2536   9.5103
79 78      218   3.4634   0.3680  74.5366   8.2017
79 79      503   2.8221   0.2408  76.1779   6.5665
80 77     46.0   3.8770   0.6730  73.1230  12.9187
80 78     68.4   3.7409   0.5749  74.2591  11.5187
80 79      116   3.4116   0.4518  75.5884   9.9265
80 80      270   2.7385   0.2913  77.2615   7.9658
81 78     48.3   3.8909   0.6668  74.1091  12.5061
81 79     71.5   3.7166   0.5662  75.2834  11.1445
81 80      121   3.3484   0.4411  76.6516   9.6063
81 81      504   2.8095   0.2371  78.1905   7.4084
82 79     52.2   3.8862   0.6518  75.1138  11.9877
82 80     77.2   3.6773   0.5502  76.3227  10.6821
82 81      186   3.9054   0.4169  77.0946   9.5800
82 82      529   3.9290   0.2900  78.0710   8.1732
83 80     62.0   3.8661   0.6162  76.1339  11.1533
83 81      120   4.4386   0.5285  76.5614  10.5273
83 82      249   4.8560   0.4333  77.1440   9.7056
83 83      570   5.0477   0.3333  77.9523   8.5892
84 81     72.8   4.7512   0.6581  76.2488  12.0190
84 82      129   5.3824   0.5806  76.6176  11.4434
84 83      239   5.8750   0.4957  77.1250  10.6885
84 84      466   5.8891   0.3950  78.1109   9.3980
85 82     78.8   5.7197   0.7170  76.2803  13.0006
85 83      130   6.3851   0.6448  76.6149  12.4497
85 84      211   6.8048   0.5684  77.1952  11.6465
85 85      388   6.8019   0.4616  78.1981  10.2817
86 83      100   6.7305   0.7317  76.2695  13.0923
86 84      148   7.3860   0.6784  76.6140  12.6175
86 85      235   7.7564   0.5977  77.2436  11.7594
86 86      405   7.7663   0.4967  78.2337  10.4583
